headline,summary,source,date,topic
Porsche Design Roadster Aluminum Luggage,"Inspired by the roll bar of the 911 Targa, Porsche Design's Roadster Aluminum line uses advanced production techniques to create durable, elegant luggage. Its front and back panels have horizontal lines which are stamped before they're attached to the stabili…",Uncrate.com,2025-05-01 22:00:01,Recycled materials
Duster,"Nearly every great crime show — especially ones from the 1970s — has a cool car. So of course, J.J. Abrams' new '70s crime series is named after the main character's car, a Duster. Created with co-showrunner LaToya Morgan, it...",Uncrate.com,2025-05-02 18:00:01,Recycled materials
Star Wars G1T4-M1N1 Droid,"The fictional Astromech droids of the Star Wars universe have had a profound influence on modern robotics. That relationship comes full circle with the G1T4-M1N1 Droid. Based on Piaggio Fast Forward's gitamini cargo robot, it uses an array of cameras...",Uncrate.com,2025-05-05 18:00:01,Recycled materials
Better World Fragrance House Summer Mink Eau De Parfum,"When he's not making music or feuding with Kendrick Lamar, Drake might be found working on new scents for his Better World Fragrance House. Summer Mink is his first eau de parfum, created with renowned perfumer Michael Carby. Inspired by...",Uncrate.com,2025-05-01 15:00:01,Recycled materials
Wes Anderson: The Archives,"Whether it's stop-motion or live action, Wes Anderson is known for his meticulous attention to detail. As such, he's kept a collection of props and other memorabilia that have helped his films create worlds unique to the characters that inhabit...",Uncrate.com,2025-05-01 23:50:08,Recycled materials
Watchmaking Experience by The Luminaire,"The Luminaire has launched its latest immersive travel experience. Enter the world of unique watches as an insider, with privileged access to the heritage and innovation at the heart of Swiss Watchmaking. Journey to Switzerland and become an expert yourself,.…",Uncrate.com,2025-05-02 17:15:47,Recycled materials
"Modular furniture system brings eco-friendly, circular approach to design","Modular furniture system brings eco-friendly, circular approach to designSomeday, I would love to be able to design my own pieces of furniture, or at least work with something modular so I can customize...",Yanko Design,2025-05-05 14:20:58,Recycled materials
"If You’re Traveling With Just A Backpack, Here Are 25 Space Saving Products That’ll Make Your Trip A Whole Lot Easier","When your friends see just how much stuff you lugged on your trip, they won't believe you were able to fit it all in just a backpack.View Entire Post ›",Buzzfeed,2025-04-07 01:01:02,Recycled materials
"kia turns hemp, mycelium, flax fibers & recycled textiles into cabin parts of electric SUV EV2","as part of the exhibition transcend journey at eastend studios, visitors can see the cabin of the concept vehicle for the first time.
The post kia turns hemp, mycelium, flax fibers & recycled textiles into cabin parts of electric SUV EV2 appeared first on des…",Designboom,2025-04-11 19:45:05,Recycled materials
recycled plastic circular plates compose marcela coppari’s cosmoplast modular furniture series,"crafted by marcela coppari, cosmoplast series allows for vertical and horizontal configurations, adapting to various uses.
The post recycled plastic circular plates compose marcela coppari’s cosmoplast modular furniture series appeared first on designboom | a…",Designboom,2025-05-04 08:20:38,Recycled materials
Old wind turbine blades recycled into stronger plastics,"Recycling massive wind turbine blades can be difficult because they're built from sturdy materials to weather the elements for decades. Researchers at Washington State University have devised a way to leverage those properties, and use discarded blades to cre…",New Atlas,2025-04-10 15:33:00,Recycled materials
Milano-Cortina 2026 Olympic torches are a symbol of minimalism and sustainablity,Milano-Cortina 2026 Olympic torches are a symbol of minimalism and sustainablityThe Winter Olympics may not be as popular as its bigger Summer counterpart since there are fewer countries and sports that are part of it....,Yanko Design,2025-05-01 13:20:41,Recycled materials
Kia Unveils Futuristic Mobility Concepts at Milan Design Week 2025,"At this year’s Milan Design Week, Kia showcased its next-generation mobility vision through a design installation titled Transcend Journey.The immersive experience spotlighted three key models: the production-ready Kia PV5, the outdoor-focused PV5 WKNDR conce…",HYPEBEAST,2025-04-11 04:43:54,Recycled materials
Goldwin Is Ready for April Showers and May Flowers,"Temperatures are rising, and Goldwin's layers are dropping. The functional sportswear label has returned with an all-new campaign to usher in the release of its lightweight Spring 2025 collection: a curated outerwear lineup that the brand designed to ""harmoni…",HYPEBEAST,2025-04-14 20:49:14,Recycled materials
adidas Women's Essentials Down Blend Jacket (Black) $33 + Free Shipping,adidas [adidas.com] has *adidas Women's Essentials Down Jacket *(Black) on sale for *$33*. Shipping is free for adiClub Members (free to join [adidas.com]).,Slickdeals.net,2025-04-09 00:53:50,Recycled materials
CASETiFY Releases “THINK OUTSIDE THE CASE” with Re/CASETiFY Initiative,"CASETiFY has always been about injecting colour and personality into everyday essentials—from tech accessories to luggage—turning the ordinary into something extraordinary. Now, in honour of Earth Day, the brand is pushing boundaries once again with its Re/CA…",HYPEBEAST,2025-04-22 14:11:39,Recycled materials
Colorful Chipolo POP is an AirTag competitor that works with Android phones too,"The new Chipolo POP is a colorful new tracking tag that works with both Apple’s Find My and Google’s Find My Device networks. Unlike AirTag, it has a built-in hole for easy attachment to keyrings and bags.



It’s not the first time that we’ve seen Find My-co…",9to5Mac,2025-04-14 14:04:41,Recycled materials
You Probably Aren’t Recycling These 3 Things Correctly—Here’s What To Do Instead,"Recycling gets confusing sometimes, especially when it comes to certain items. Discover which recycling rules you may (or may not) be breaking here, plus the best practices to follow instead.",Mental Floss,2025-04-17 16:01:00,Recycled materials
"The Best Affordable Jewelry Brands, According To Our Editors","The best affordable jewelry brands use recycled materials, lab-grown stones and other smart ideas to lower costs without sacrificing quality. Here are our top picks.",Forbes,2025-04-16 17:49:38,Recycled materials
Global plastic recycling rates 'stagnant' at under 10%: Study,"The amount of plastic being recycled around the world is stagnant at less than 10% with most new plastic still made from fossil fuels, a new study said Thursday.",Phys.Org,2025-04-13 18:00:02,Recycled materials
This Sustainable Sawdust Pencil Transforms Carpentry Waste Into Pure Creativity,"This Sustainable Sawdust Pencil Transforms Carpentry Waste Into Pure CreativityThe Sakeb Carpenter’s Pencil is a carefully considered reinterpretation of the traditional carpenter’s pencil, designed with sustainability and cultural heritage at its foundation.…",Yanko Design,2025-04-08 22:30:31,Recycled materials
Audi Showcases Bespoke A6 Avant at Milan Design Week,"In celebration of 30 years of custom personalization, Audi exclusive unveiled a special edition A6 Avant at Milan Design Week 2025, spotlighting the pinnacle of premium design and craftsmanship.The highlight of the exhibition is a show car with an interior wr…",HYPEBEAST,2025-04-09 03:18:43,Recycled materials
Milano Cortina 2026 Unveils 'Essential' Olympic and Paralympic Torches,"The official torches for the Milano Cortina 2026 Olympic and Paralympic Winter Games have been revealed, marking a milestone on the road to the Games. Designed by Studio Carlo Ratti Associati for Eni and Versalis, the Essential torch pays tribute to Italian d…",HYPEBEAST,2025-04-15 07:00:12,Recycled materials
PLNT Nylon is PANGAIA's Response to Activewear's Plastic Problem,"With a subdued collection of all-black essentials, PANGAIA has unveiled one of its most impressive feats in sustainability yet. The purpose-driven apparel label has developed a 100% biobased nylon as a fossil fuel-free alternative to the ubiquitous material.T…",HYPEBEAST,2025-04-13 13:28:35,Recycled materials
Plant-based waterproof material could replace single-use plastics,"Cellulose, the main component of paper, can be turned into clear, waterproof objects such as cups that are almost indistinguishable from plastic, but break down more quickly",New Scientist,2025-04-09 19:00:52,Recycled materials
nurus designs quiet in the office with the calma modular acoustic pod on wheels,"with a modular structure and wheels, calma provides a refined, adaptable solution, combining advanced sound insulation, recyclable materials, and soft lighting.
The post nurus designs quiet in the office with the calma modular acoustic pod on wheels appeared …",Designboom,2025-04-24 09:00:28,Recycled materials
"UNIFI, Inc. Celebrates Brands Investing In Recycled Fibers","The sustainability movement is gaining traction not just among consumers, but within entire retail supply chains.",Forbes,2025-04-11 16:43:57,Recycled materials
CASETiFY and BMW Gear Up for Sustainable Tech Accessory Collaboration,"CASETiFY is teaming up with BMW Lifestyle Collections for a brand-new collaboration that marries automotive heritage with modern tech accessories, all with a notable nod to sustainability. Aimed squarely at eco-conscious consumers, dedicated automotive enthus…",AndroidGuys,2025-04-17 20:00:00,Recycled materials
This H&M Skirt Is Selling Out After Gabrielle Union Wore It to Beyoncé’s Cowboy Carter Show,"The actress watched the concert from H&M's VIP suite at SoFi Stadium, dressed in a leather-style fringe skirt and cropped tank top, both from H&M.",Rolling Stone,2025-05-01 20:42:11,Recycled materials
"Exploring the Interplay of Body, Data, and Space in Contemporary Bathroom Design","Following a broader trend across architectural spaces, bathrooms have evolved from strictly utilitarian functions into environments integrated with intelligent systems, where physical, cognitive, and sensory parameters are considered in the development of spa…",ArchDaily,2025-04-25 06:45:00,Recycled materials
Apple touts new milestone as it aims to become carbon neutral by 2030,"Ahead of Earth Day next week, Apple has provided an update on its “Apple 2030” goal to become carbon neutral across its entire footprint. The company says it has now surpassed a “60 percent reduction in its global greenhouse gas emissions compared to 2015 lev…",9to5Mac,2025-04-16 14:14:33,Recycled materials
Pool House / buck&simple,"Located on the traditional lands of the Eora people, tucked behind a traditional semi, Pool House is a hidden backyard gem in the Eastern Suburbs. A statement in simple function, its robust natural materials make it a focal point for leisure and relaxation.",ArchDaily,2025-04-14 19:00:00,Recycled materials
adidas Men's Essential 3-Stripes French Terry Pants (Beige/White or Black/White) $12.50 + Free Shipping,adidas via ShopSimon [simon.com] has *adidas Men's Essential 3-Stripes French Terry Pants* (Beige/White) on sale for *$25 *- 50% off w/ code ADIDAS50 = *$12.50*. *Shipping is free*.,Slickdeals.net,2025-04-06 15:33:54,Recycled materials
Dinosaur Purse? Scientists Aren’t Buying This T. Rex Leather Claim,"A startup claims it can grow luxury leather using Tyrannosaur DNA, but scientists aren’t so sure.",Gizmodo.com,2025-05-03 10:00:35,Recycled materials
Why Are Rare Earth Metals So Precious?,China is blocking exports of these vital minerals. What makes them so special?,Scientific American,2025-04-14 22:30:00,Recycled materials
Reader Submitted: YKS1 One - Single-Seater Electric Car,"Did you know: 85-90% of car journeys are made by only one person per vehicle. Big, heavy cars, taking up a lot of space on our roads, creating congestion and environmental issues. What if a car would fit you like a shoe? That is what YKS1 One offers: right-si…",Core77.com,2025-04-07 14:17:00,Recycled materials
Motorola Edge 60 Stylus hands-on,"Motorola launched the Edge 60 Stylus last week as the first Edge series smartphone with a built-in stylus. The smartphone is sold in two colors - Pantone Surf the Web and Pantone Gibraltar Sea. We just got our hands on one, so let's take a closer look at this…",GSMArena.com,2025-04-24 12:24:02,Recycled materials
"ASUS unveils Chromebook CX14 and CX15 with bold colors, recycled materials, and optional Plus AI features","ASUS is bringing some much-needed excitement to the Chromebook market with its newly announced CX14 and CX15 series computers. These new ChromeOS laptops deliver a fresh mix of style, performance, and environmental awareness. These 14-inch and 15.6-inch lapto…",BetaNews,2025-04-19 00:11:24,Recycled materials
Accidental Sustainability: How Trump’s Tariffs Could Boost Use Of Local Resources,"Accidental Sustainability: How Trump’s Tariffs Could Boost Use Of Local ResourcesIt wasn’t supposed to be this way. When Donald Trump threw a tariff-shaped grenade into the global economy, the expectation was chaos – supply chain...",Yanko Design,2025-04-27 23:30:01,Recycled materials
Coca-Cola under fire after explosive book reveals company's secrets: 'Selling sugar water',It was the basis for similar tobacco PR campaigns that followed in the 1950s.,Yahoo Entertainment,2025-04-11 10:30:11,Recycled materials
3 Ways Designers Can Incorporate Sustainable Workflows,"In today's competitive consumer products industry, incorporating sustainability considerations into the product design process is not just a buzzword but a necessity. However, for many design firms, achieving sustainable outcomes can feel daunting and unachie…",Core77.com,2025-04-23 15:00:00,Recycled materials
15-Oz Dove Brown Sugar & Coconut Exfoliating Body Scrub $5.60 w/ Subscribe & Save,Amazon [amazon.com] has *15-Oz Dove Brown Sugar & Coconut Exfoliating Body Scrub* for $7.97 - 5% off when you checkout via Subscribe & Save - $2 off when you clip the coupon on product page =...,Slickdeals.net,2025-05-05 14:43:06,Recycled materials
"Length of a Day on Uranus Revised, Pour Height Influences Coffee Quality, and Plastics Recycling Falls Short.","A fluid study homes in on the best method to make a cup of coffee, scientists use the Hubble Telescope to reassess the length of a day on Uranus, and we discuss more of the latest in science in this news roundup.",Scientific American,2025-04-14 10:00:00,Recycled materials
"Inside Apple's Ireland testing labs - How your iPhone survives sandstorms, saunas & salt water","Before your iPhone ever reaches your hands, Apple puts it through desert storms, deep freezes, and drop tests inside a secretive Irish lab. Here's a look inside.iPhone 15Apple's futuristic Cupertino headquarters receives most of the attention, but a key part …",AppleInsider,2025-05-05 15:25:27,Recycled materials
The Cull: Puebco’s Market Totes Made from Recycled Materials,"Tis the season for totes: to bring to the grocery store and farmer’s market, beach and gym, on boat rides, picnics, weekend outings, and more. If you ask me, the smallest, such as the half-size shopper pictured above, also make perfect warm weather evening ba…",Remodelista.com,2025-04-25 10:00:04,Recycled materials
Pavel Ripley’s creative process thrives on “controlled randomness”,The designer’s daily sketchbook pages inform a resourceful and abstract approach to making art on and off screen.,Itsnicethat.com,2025-04-22 09:00:00,Recycled materials
GM’s EV Corvette Concept Strips Down the V8 Legacy,"GM’s EV Corvette Concept Strips Down the V8 LegacyGeneral Motors is rethinking its most sacred nameplate. The new Corvette EV concept, revealed at GM’s Advanced Design Studio in Royal Leamington Spa, England, trades...",Yanko Design,2025-04-17 22:30:05,Recycled materials
Upgrade Your Toolbox: The Essential Ergonomic Tools Every DIY Enthusiast Needs,"Upgrade Your Toolbox: The Essential Ergonomic Tools Every DIY Enthusiast NeedsA toolbox is surely a staple in every home, essential for DIY weekend projects, however, the humble tools inside often don’t receive the attention they...",Yanko Design,2025-04-27 14:20:12,Recycled materials
Mother Earth-Friendly Brands To Celebrate Mother’s Day And Spring,"Earth Day and everyday, seek brands committed to care, craft, and beauty. Here is a vetted curation of companies using more sustainable materials, honoring the story of the people behind the products, or being more transparent about their processes.",Forbes,2025-04-22 14:06:29,Recycled materials
Will repairable phones ever go mainstream?,"Can repairable phones go mainstream, or will they remain a niche option for a small group of eco-conscious users?",Android Police,2025-04-26 13:08:10,Recycled materials
"From Scandinavia to the Edge of the World, Db Wants You to 'Weigh Lighter'","Since its inception in 2012, Db has been clear about its mission: it is, simply, to ""create better travel solutions"" for its community of athletes and adventurers. Its most recent collection, Weigh Lighter, is as much a labor of love as it is a realization of…",HYPEBEAST,2025-04-09 20:23:24,Recycled materials
Ergonomic Keycaps That Improve Your Typing Speed and Comfort For Your Mechanical Keyboards,"Ergonomic Keycaps That Improve Your Typing Speed and Comfort For Your Mechanical KeyboardsMechanical keycaps are one of the key components of mechanical keyboards, as they correspond to the alphanumeric characters they represent. These individual caps sit ato…",Yanko Design,2025-04-06 11:40:06,Recycled materials
3 Ways ExxonMobil Is Setting The Scene For Plastics Circularity,"ExxonMobil is investing heavily in advanced recycling technologies, infrastructure, and partnerships aimed at transforming plastic waste into valuable resources.",Forbes,2025-05-02 11:30:00,Recycled materials
12 Sustainable Brands to Shop for Earth Day 2025,"The products featured in this article are from brands available in NBCUniversal Checkout. E! makes a commission on purchases.
With Earth Day coming up on April 22, there's no better time to think...",Eonline.com,2025-04-20 17:00:00,Recycled materials
STUDY: Less than 10% of plastic comes from recycled materials,"Only 9.5 percent of the 400 million tons of plastic produced globally in 2022 came from recycled materials, with 98 percent of the rest still made from virgin fossil fuels. 158 million tons went to packaging – mostly discarded after one use – while only half …",Naturalnews.com,2025-04-18 06:00:00,Recycled materials
"How are scientists making running shoes more sustainable, while still maintaining performance?","Why are running shoes so hard to recycle, and can this ever be improved? The answer may surprise you.",Live Science,2025-04-26 10:00:00,Recycled materials
View the wonders of the night sky with one of the best star projectors around — now at one of its cheapest-ever prices,"This fantastic Pococo Galaxy Star Projector is user-friendly, delivers bright, high-resolution projections and rivals more expensive rivals for performance.",Space.com,2025-04-14 17:04:54,Recycled materials
Travelpro Altitude review: A travel backpack that works equally well as a carry-on and a day pack,"The Travelpro Altitude Backpack offers ample packing space, RFID protection, and eco-friendly materials, making it my go-to carry-on for travel.",Business Insider,2025-04-15 17:28:37,Recycled materials
10 Best Bullet Journaling Supplies For April 2025,"10 Best Bullet Journaling Supplies For April 2025Bullet journaling is an art that combines creativity with organization, and having the right tools can make all the difference. We’ve curated a list of...",Yanko Design,2025-04-12 11:40:33,Recycled materials
"A teen won $12,500 for building a playground out of recycled tires. She plans to build 3 more parks across Nigeria.",Amara Nwuneli plans to put her prize money toward building three more parks in Nigeria to help combat extreme heat and flooding.,Business Insider,2025-04-11 20:53:26,Recycled materials
Tired of Packing And Unpacking? This Game-Changing Suitcase Transforms Into a Wardrobe,"Tired of Packing And Unpacking? This Game-Changing Suitcase Transforms Into a WardrobeMost suitcases force you to unpack the moment you arrive, spreading clothes across the floor, digging for that one shirt, trying to stay organized in...",Yanko Design,2025-04-18 01:45:58,Recycled materials
"AIRism Cotton Sleeveless T-Shirt $4.90 (RRP$19.90, Green 53 XXS, XS & XXL, Wine XXS & XXL, + Delivery/$0 C & C) @ Uniqlo",Details - Crisp fabric creates a sleek silhouette. Made with recycled materials.,Ozbargain.com.au,2025-04-12 07:21:01,Recycled materials
"Plastic Foam Must Be Phased Out To Protect The Oceans, Study Finds","A new report by Oceana warns plastic foam has become an “ever-present part of modern life” and must be phased out at a local, state and national level.",Forbes,2025-04-08 12:11:39,Recycled materials
Beyond Bricks and Mortar: How Yanko Design Views the Future of Real Estate,"Beyond Bricks and Mortar: How Yanko Design Views the Future of Real EstateThe term “real estate” often conjures images of market transactions, property values, and investment portfolios. Viewed through the distinctive lens of Yanko Design, the concept...",Yanko Design,2025-05-02 17:24:04,Recycled materials
TAM TAM Installation FuoriSalone / Alvisi Kirimoto + Partners,"During Fuorisalone 2025, the international studio Alvisi Kirimoto participates in the Exhibition Event Cre-Action by Interni with the installation TAM TAM. Temple, Action, Movement. The artwork brings to life the historic courtyard of Università degli Studi d…",ArchDaily,2025-04-25 10:01:00,Recycled materials
"WDC, Microsoft And Material Recyclers Recover Rare Earths From HDDs","WDC, Microsoft and a couple of recycling companies have shown a high efficiency, acid-free process for extracting rare earth elements from shredded hard disk drives.",Forbes,2025-04-21 20:32:18,Recycled materials
New Plastic Recycling Method Achieves Cost-Parity With Virgin Plastic,Chemical methods of plastic recycling offer new hope for hard-to-tackle plastic waste and can now achieve cost-parity with virgin plastic.,Forbes,2025-04-29 12:51:59,Recycled materials
How To Transition To A Circular Economy And Reap The Benefits,How can companies make the most of this opportunity?,Forbes,2025-04-15 11:15:00,Recycled materials
'RecyCoolers' could help reduce use of environmentally harmful Styrofoam packaging,Laws that target packaging materials make the new paper-fiber product an eco-friendly solution for shipping refrigerated products.,NBC News,2025-05-02 15:22:45,Recycled materials
DePoly Secures $23M to Open New PET Recycling Facility,The Swiss firm will use the cash infusion to finish building its recycling showcase plant this summer.,Sourcing Journal,2025-05-05 12:00:00,Recycled materials
The Only U.S. Rare Earth Mine May Win Big From Trump’s China Tariffs,"MP Materials, operator of the Mountain Pass mine in California’s Mojave Desert, is ramping up supplies of the critical ingredients and magnets as China tightens exports.",Forbes,2025-04-21 10:30:00,Recycled materials
"British Steel talks still deadlocked, source says",A source said the issues being discussed by government officials and the firm remain unresolved.,BBC News,2025-04-10 16:42:19,Recycled materials
The Best Golf Pants To Keep You Comfortable From Tee To Green,"From stretchy khakis to refined joggers, these are the best golf pants from Lululemon, Greyson and more.",Forbes,2025-04-22 15:56:40,Recycled materials
Troubadour Matrix Backpack,"Welcome to the real world of The Matrix, as designed by Troubadour, an awesome maker of stylish, sustainably-made bags that multi-task for work and weekends. The Matrix excels as a tactical tech organizer. The zippered front pocket is built-in tech command ce…",Theawesomer.com,2025-04-22 19:00:32,Recycled materials
Halon Entertainment’s High-Tech Rescue: Saving Ms. Blue Whale,"Rejecting traditional methods, the Seymour Center partnered with Halon, who deployed one of the world’s most precise LiDAR scanners, the Leica RTC360 from Leica Geosystems, part of Hexagon, to capture Ms. Blue’s over 300 bones in stunning detail. This intrica…",Motionographer.com,2025-04-22 17:41:10,Recycled materials
8 Eco-Friendly Alcohol Brands Committed To Sustainability,"Learn about the top 8 eco-friendly alcohol brands leading the charge in sustainability, offering quality drinks while reducing environmental impact.",Forbes,2025-04-10 21:20:01,Recycled materials
Sustainability Week: The case for circularity and strategic partnerships,Discover how circularity and strategic partnerships can future-proof businesses and the planet.,TechRadar,2025-04-23 14:25:31,Recycled materials
A-POC ABLE ISSEY MIYAKE and atelier oï illuminate milan with a single piece of cloth & wire,"during milan design week 2025, A-POC ABLE ISSEY MIYAKE and atelier oï present a bright collaboration that redefines the intersection of fashion and lighting.
The post A-POC ABLE ISSEY MIYAKE and atelier oï illuminate milan with a single piece of cloth & wire …",Designboom,2025-04-07 05:28:49,Recycled materials
Grid-Scale Battery Storage Is Quietly Revolutionizing the Energy System,This energy storage technology is harnessing the potential of solar and wind power—and its deployment is growing exponentially.,Wired,2025-04-26 11:00:00,Energy-efficient Materials
Kuxiu’s ‘world first’ solid-state power bank costs a little more but lasts much longer,"Solid-state batteries are the future. They're more powerful, compact, safe, and sustainable than Lithium-ion alternatives, but true all-solid state batteries can't be mass-produced cost-effectively. That's why Kuxiu has gone semi-solid state for what it calls…",The Verge,2025-04-26 10:04:11,Energy-efficient Materials
Physicists develop new molecule that could shrink and speed up computers even more,Physicists at University of Miami have created a novel organic molecule that could replace silicon and metal used in computer chip making.,Interesting Engineering,2025-05-04 19:10:29,Energy-efficient Materials
TSMC's upcoming 2nm microchip is a breakthrough. Here's what it means for the future of tech — from AI to smartphones.,Taiwanese manufacturer TSMC will begin producing the chips from the second half of this year.,Live Science,2025-04-18 10:00:00,Energy-efficient Materials
The Solid-State Shift: Reinventing the Transformer for Modern Grids,"Transformers have been the backbone of power grids for over a century, but today's demands for renewable energy, electric vehicles, and smarter grids are",POWER magazine,2025-04-12 18:23:07,Energy-efficient Materials
BESSY II: Insight into ultrafast spin processes with femtoslicing,An international team has succeeded at BESSY II to elucidate how ultrafast spin-polarized current pulses can be characterized by measuring the ultrafast demagnetization in a magnetic layer system within the first hundreds of femtoseconds. The findings are use…,Science Daily,2025-05-05 16:16:27,Energy-efficient Materials
Machine learning unlocks superior performance in light-driven organic crystals,"Researchers have developed a machine learning workflow to optimize the output force of photo-actuated organic crystals. Using LASSO regression to identify key molecular substructures and Bayesian optimization for efficient sampling, they achieved a maximum bl…",Science Daily,2025-04-15 18:36:47,Energy-efficient Materials
Unveiling the 3D crystal secrets of defective nanoparticles,"Nanomaterials are the future of modern technology. From powering batteries to improving clean energy systems and efficient catalysts, nanomaterials are everywhere. Their unique properties often arise from the precise arrangements of their atoms.",Phys.Org,2025-04-28 15:35:09,Energy-efficient Materials
The Best Cat Toys for Your Furry Friend (2025),"Based on years of testing with our cats, these are our favorite WIRED-approved, tech-y cat toys and scratchers.",Wired,2025-04-11 12:39:00,Energy-efficient Materials
Corn leads to improved performance in lithium-sulfur batteries,"Researchers have demonstrated a way to use corn protein to improve the performance of lithium-sulfur batteries, a finding that holds promise for expanding the use of the high-energy, lighter-weight batteries in electric vehicles, renewable energy storage and …",Science Daily,2025-04-15 18:36:38,Energy-efficient Materials
"Breakthrough extends fuel cell lifespan beyond 200,000 hours, paving the way for clean long-haul trucking","Researchers have developed a new catalyst design capable of pushing the projected fuel cell catalyst lifespans to 200,000 hours. The research marks a significant step toward the widespread adoption of fuel cell technology in heavy-duty vehicles, such as long-…",Science Daily,2025-04-29 02:09:21,Energy-efficient Materials
Ingenuous Fruitbridge brings you closer to fresher fruits,Ingenuous Fruitbridge brings you closer to fresher fruitsOne of the most wasteful things that happen to me regularly is that I have to throw away some fruits that have spoiled or have...,Yanko Design,2025-04-25 17:00:52,Energy-efficient Materials
Researchers watch a single catalytic grain do work in real time,A new way to watch catalytic reactions happen at the molecular level in real time could lead to better fundamental understanding and planning of the important reactions used in countless manufacturing processes every day.,Science Daily,2025-04-08 16:14:41,Energy-efficient Materials
Cooler faster better: Engineers uncover a new way to stop electronics from overheating,"Engineers discovered a way to move heat ultrafast using crystal waves, offering a breakthrough in cooling advanced electronics.",Science Daily,2025-04-14 16:43:42,Energy-efficient Materials
Maison de la Federation Française de Canoë Kayak et Sports de Pagaie / Le Studio Sanna Baldé,"Completed in 2024 in Vaires-sur-Marne, France. Images by Clément Guillaume. The establishment of the FFCK headquarters at Europe's largest whitewater stadium in Vaires-sur-Marne, for the 2024 Olympic Games, aims to enhance...",ArchDaily,2025-04-16 03:00:00,Energy-efficient Materials
Homeowners blindsided after insurer abruptly pulls coverage from large region: 'It's terrifying',"The problem is expected to worsen, and it is not unique to this region.",Yahoo Entertainment,2025-04-21 11:00:22,Energy-efficient Materials
Origami in Industrial Design: Unlocking the Art of Precision,"Origami in Industrial Design: Unlocking the Art of PrecisionOrigami, or the art of paper folding, is an old Japanese craft that has evolved into a cutting-edge solution across various industries, including space, medicine,...",Yanko Design,2025-05-03 23:30:09,Energy-efficient Materials
A Big Data approach for battery electrolytes,"A new article puts artificial intelligence and machine learning on the task of finding new, powerful electrolytes for designing next-generation batteries for electric vehicles, phones, laptops and grid-scale energy storage. The paper outlines a new framework …",Science Daily,2025-05-05 21:08:24,Energy-efficient Materials
AI demand is causing huge sustainability problems - and hard drives over SSDs could be the answer,"Data centers are struggling with high energy consumption, raw materials, physical space and costs. HDDs could help, says Seagate.",TechRadar,2025-04-21 10:05:00,Energy-efficient Materials
vivo T4's battery size and charging speed confirmed,"vivo launched the T4x last month, and it's now set to unveil the T4 on April 22. vivo hasn't detailed the T4's specs, but it announced that the smartphone will have a massive 7,300 mAh battery under the hood while being 7.89mm thick.

[#InlinePriceWidget,1370…",GSMArena.com,2025-04-17 07:51:02,Energy-efficient Materials
Scientists uncover quantum surprise: Matter mediates ultrastrong coupling between light particles,"A team of researchers has developed a new way to control light interactions using a specially engineered structure called a 3D photonic-crystal cavity that could enable transformative advancements in quantum computing, quantum communication and other quantum-…",Science Daily,2025-04-18 15:29:11,Energy-efficient Materials
Biomass-derived Semiconductor for renewable energy technologies,"Chem. Commun., 2025, Accepted ManuscriptDOI: 10.1039/D5CC01456E, HighlightSiyu Ji, Shuyao Tian, Pengcheng Guan, Xu-Hui JinSemiconductor materials play a crucial role in advancing renewable energy technologies, enabling efficient photocatalytic hydrogen produc…",Royal Society of Chemistry,2025-04-24 23:00:00,Energy-efficient Materials
Battery not lasting through the day? This new display tech could be a game changer,LG Display's latest OLED display innovation could help extend your phone's battery life. Here's how it works.,Android Authority,2025-05-05 13:00:22,Energy-efficient Materials
Metal-free alternative: Rethinking coupling methods for more sustainable organic synthesis,"Coupling reactions are among the most transformative tools in organic chemistry, enabling the formation of crucial chemical bonds in pharmaceuticals, agrochemicals, and advanced materials. Since their introduction, they have been one of the backbones of moder…",Phys.Org,2025-04-09 18:17:03,Energy-efficient Materials
I Thought All Chargers Were the Same—Then I Learned These 6 Crucial Differences,"If you want to fast-charge your devices, you need to make sure you're using the right charger!",MakeUseOf,2025-04-27 13:42:28,Energy-efficient Materials
Spring Cleaning 101: Designs That Can Help You Refresh Your Space,"Spring Cleaning 101: Designs That Can Help You Refresh Your SpaceSpring is not just a season but a symbol of renewal, fresh energy, and plenty of sunshine. After months wrapped in warm blankets and winter...",Yanko Design,2025-04-17 20:30:28,Energy-efficient Materials
Crystal-based cooling could keep future gadgets from overheating,I'm writing this from a laptop that's stalling and refusing to switch between tabs because it's gotten too warm in the early Indian summer. It's not like I'm running a hectic workload of video and audio editing tools and multiple browsers at once: this old ma…,New Atlas,2025-04-17 19:03:00,Energy-efficient Materials
What does it mean for a technology to follow Wright's Law?,"Technologies that follow Wright’s Law get cheaper at a consistent rate, as the cumulative production of that technology increases.",Ourworldindata.org,2025-04-12 08:20:25,Energy-efficient Materials
How the United States Lost the Rare Earth Materials War to China,"Last month, in response to President Donald Trump’s tariff regime, China imposed new export controls on rare earth materials and magnets. Officially, these aren’t bans—but practically, shipments have stopped. This is no small issue: America’s tech leadership,…",The New Republic,2025-05-05 10:00:00,Energy-efficient Materials
The future of solar doesn't track the sun,"PV modules are cheap enough today that the simple fixed East-West arrays are cheaper and faster to install than the industry’s darling, the single-axis tracked array. Xavier Dedenbach, Terraform Po…",Wordpress.com,2025-05-01 18:06:49,Energy-efficient Materials
